sample_id,label,cls,exceed_count,suspicious_presence_ratio,skewness,burstiness,suspicious_presence,norm_entropy,dominant_freq,depth,sliding_entropy_std,rare_suspicious,freq_gap_top2,_exceed_suspicious_presence_ratio,_exceed_skewness,_exceed_burstiness,_exceed_suspicious_presence,_exceed_norm_entropy,_exceed_dominant_freq,_exceed_depth,_exceed_sliding_entropy_std,_exceed_rare_suspicious,_exceed_freq_gap_top2
activity.francesco.perini.it.ulssveneto.apk.sys_names.txt,benign,1,3,0.5454545454545454,1.8081409091598808,1.4924380943053064,12,0.7095257834820182,0.24877960585789188,22.0,0.4330766378081107,1,0.03869101428313144,1,0,0,0,0,0,1,1,0,0
aegean.secretnotepad.apk.sys_names.txt,benign,1,4,0.5384615384615384,1.5200067288911374,1.4891797634268622,14,0.7282787671816869,0.1895424836601307,26.0,0.42981571374198313,0,0.026143790849673203,1,1,1,0,0,0,0,1,0,0
ai.bricodepot.catalog.apk.sys_names.txt,benign,1,3,0.5357142857142857,1.958095842326084,1.4610447195206882,15,0.7509498967425353,0.2052220354069825,28.0,0.4838523858141751,1,0.03125309069330432,1,0,1,0,1,0,0,0,0,0
air.com.rosettastone.mobile.CoursePlayer.apk.sys_names.txt,benign,1,6,0.0,0.0,0.0,0,0.9999992786502947,0.5,2.0,0.0,0,0.0,0,1,1,0,1,0,1,1,0,1
ali.sayed.quran.apk.sys_names.txt,benign,1,4,0.5652173913043478,2.0100152709759365,1.1601114115620401,13,0.8212210860793271,0.22100577478344563,23.0,0.48773870484218357,1,0.09263715110683349,1,0,1,0,1,0,1,0,0,0
all.in.one.calculator.apk.sys_names.txt,benign,1,5,0.46875,1.3563199228650267,1.2223127795825215,15,0.7989446992113424,0.13624268227780734,32.0,0.7274702673939956,0,0.009513038850452368,0,1,1,0,1,1,0,0,0,1
alldictdict.alldict.ites.apk.sys_names.txt,benign,1,4,0.56,1.7953559691335916,1.3646419177415041,14,0.763731723941597,0.20297607469363937,25.0,0.49084982825499524,1,0.01993775530052519,1,0,1,0,1,0,1,0,0,0
ambilight.gboulanger.hue.testhue2.apk.sys_names.txt,benign,1,3,0.5238095238095238,1.8145671449525405,1.4560799019617112,11,0.7199494408381679,0.24840557777537564,21.0,0.47269532138948217,1,0.027240298346124743,1,0,1,0,0,0,1,0,0,0
american.chatmeetfriends.apk.sys_names.txt,benign,1,4,0.5714285714285714,1.6784927187490668,1.495057412538872,16,0.72491907343479,0.1897191308956015,28.0,0.39799513928296115,4,0.013248542660307366,1,1,0,0,0,0,0,1,1,0
an.ItalianTranslate.apk.sys_names.txt,benign,1,4,0.5217391304347826,1.4906719741904235,1.5863515463032627,12,0.6561243175224505,0.24085084276148697,23.0,0.2931221648235548,1,0.07013391826368044,1,1,0,0,0,0,1,1,0,0
